Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.600,1.545,0.888,1.169,1.354,1.780,2.349,2.580,3.440,3.440,0.647
5,13.600,1.403,0.966,1.163,1.291,1.512,2.033,2.390,3.084,3.084,0.713
10,18.000,1.466,0.873,1.154,1.364,1.509,2.136,2.754,3.462,3.462,0.682
15,15.200,1.480,0.948,1.180,1.335,1.657,2.135,2.443,3.562,3.562,0.676
20,16.200,1.597,1.001,1.277,1.461,1.801,2.212,2.304,4.486,4.486,0.626
25,16.400,1.451,0.954,1.159,1.301,1.573,2.041,2.454,3.285,3.285,0.689
30,14.600,1.450,0.860,1.178,1.301,1.544,2.187,2.470,3.327,3.327,0.690
35,17.800,1.391,0.853,1.146,1.269,1.446,1.915,2.555,3.431,3.431,0.719
40,15.000,1.438,0.893,1.179,1.323,1.558,1.969,2.534,3.523,3.523,0.695
45,13.400,1.548,0.795,1.183,1.346,1.673,2.452,2.772,3.120,3.120,0.646
50,16.000,1.674,0.928,1.216,1.573,1.925,2.552,3.089,3.395,3.395,0.598
55,16.800,1.340,0.953,1.169,1.283,1.396,1.687,1.786,2.704,2.704,0.746
