Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,202.800,4.902,0.574,1.963,3.416,6.530,9.822,11.861,21.401,70.672,0.204
5,243.800,4.087,0.414,1.368,2.867,5.211,8.603,11.161,18.057,56.739,0.245
10,284.800,3.484,0.374,1.245,2.696,4.419,6.765,9.334,17.997,57.099,0.287
15,305.800,3.249,0.351,1.190,2.406,4.434,6.532,8.787,11.733,58.654,0.308
20,344.000,2.889,0.344,1.087,2.135,3.963,5.440,7.541,10.561,70.877,0.346
25,373.200,2.674,0.286,1.043,2.121,3.626,5.119,6.783,9.249,54.209,0.374
30,370.800,2.680,0.298,1.033,2.089,3.622,4.889,6.745,10.389,51.620,0.373
35,389.600,2.556,0.289,0.938,2.009,3.511,4.629,6.052,8.981,70.630,0.391
40,366.400,2.716,0.256,1.003,2.153,3.788,5.451,6.841,9.284,54.652,0.368
45,339.600,2.933,0.282,1.052,2.181,3.841,5.881,7.220,13.355,54.940,0.341
50,378.000,2.633,0.281,0.970,2.099,3.563,4.856,6.461,10.591,59.409,0.380
55,383.800,2.587,0.251,0.947,2.066,3.520,4.813,6.536,10.721,46.036,0.387
