Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,11.800,1.357,0.365,0.511,0.650,1.593,3.069,5.749,11.091,11.091,0.737
5,11.000,0.767,0.353,0.478,0.629,0.820,0.977,2.230,3.080,3.080,1.304
10,18.400,0.552,0.316,0.370,0.434,0.530,0.796,1.038,2.969,2.969,1.812
15,20.600,0.469,0.269,0.344,0.379,0.463,0.685,0.900,1.055,3.389,2.133
20,26.200,0.390,0.287,0.336,0.359,0.399,0.446,0.500,0.648,2.205,2.563
25,21.800,0.410,0.290,0.329,0.357,0.414,0.523,0.627,1.012,2.641,2.437
30,21.400,0.391,0.276,0.317,0.335,0.365,0.544,0.729,0.851,1.999,2.561
35,23.000,0.359,0.247,0.315,0.329,0.371,0.439,0.531,0.751,0.779,2.787
40,22.800,0.424,0.268,0.318,0.347,0.463,0.719,0.792,0.903,0.913,2.356
45,16.400,0.549,0.293,0.330,0.378,0.564,0.734,0.925,7.101,7.101,1.822
50,13.200,0.664,0.302,0.430,0.520,0.755,1.078,1.392,3.280,3.280,1.506
55,17.200,0.427,0.249,0.325,0.363,0.434,0.712,0.747,1.582,1.582,2.340
