Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.000,1.480,0.924,1.186,1.309,1.702,2.150,2.314,2.909,2.909,0.676
5,20.400,1.272,0.904,1.126,1.251,1.366,1.519,1.694,2.012,2.024,0.786
10,23.400,1.204,0.785,1.068,1.183,1.305,1.444,1.539,1.995,2.179,0.831
15,25.000,1.247,0.778,1.070,1.169,1.303,1.472,1.576,3.363,4.098,0.802
20,22.800,1.212,0.800,1.070,1.199,1.311,1.470,1.603,1.729,1.919,0.825
25,22.800,1.268,0.751,1.077,1.180,1.347,1.650,2.087,2.684,2.821,0.789
30,22.800,1.223,0.799,1.076,1.205,1.327,1.469,1.630,2.049,2.073,0.818
35,19.600,1.183,0.845,1.078,1.179,1.272,1.376,1.419,1.589,1.589,0.846
40,22.200,1.207,0.737,1.088,1.183,1.302,1.413,1.548,1.767,2.093,0.829
45,21.000,1.218,0.760,1.062,1.204,1.318,1.512,1.646,2.381,2.393,0.821
50,18.400,1.253,0.856,1.079,1.212,1.367,1.583,1.789,2.146,2.146,0.798
55,21.000,1.249,0.866,1.097,1.218,1.359,1.467,1.574,1.808,2.405,0.800
