Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.600,0.758,0.300,0.370,0.540,0.795,1.315,1.967,4.228,4.228,1.319
5,23.400,0.531,0.257,0.307,0.335,0.383,0.683,1.256,5.297,8.389,1.884
10,20.600,0.376,0.217,0.289,0.308,0.389,0.590,0.688,0.944,1.344,2.657
15,20.400,0.343,0.216,0.276,0.292,0.331,0.584,0.614,0.696,0.714,2.913
20,20.200,0.467,0.244,0.273,0.290,0.343,0.605,0.729,2.590,10.903,2.142
25,21.400,0.342,0.217,0.270,0.294,0.318,0.492,0.628,0.779,1.972,2.924
30,21.400,0.336,0.215,0.263,0.284,0.336,0.591,0.644,0.730,0.815,2.973
35,24.600,0.299,0.217,0.259,0.277,0.305,0.345,0.390,0.713,0.764,3.341
40,17.800,0.374,0.224,0.256,0.284,0.359,0.716,0.790,1.002,1.002,2.671
45,15.800,0.378,0.244,0.271,0.293,0.527,0.656,0.743,0.835,0.835,2.649
50,21.800,0.381,0.210,0.264,0.328,0.418,0.665,0.747,0.787,0.862,2.627
55,23.600,0.386,0.262,0.311,0.332,0.375,0.624,0.755,0.891,1.135,2.590
