Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,116.600,1.695,0.670,0.899,1.273,2.032,2.777,3.547,6.535,30.255,0.590
5,217.400,0.863,0.589,0.695,0.748,0.841,1.136,1.437,2.216,11.722,1.158
10,192.600,0.944,0.569,0.654,0.717,1.166,1.540,1.648,1.865,15.684,1.059
15,223.600,0.801,0.570,0.647,0.688,0.767,1.211,1.437,1.911,9.964,1.249
20,248.200,0.747,0.561,0.654,0.691,0.753,0.853,1.199,1.546,6.593,1.339
25,236.400,0.766,0.571,0.656,0.694,0.753,0.865,1.307,1.759,17.085,1.306
30,260.000,0.718,0.560,0.634,0.670,0.722,0.823,0.971,1.564,7.741,1.394
35,212.000,0.809,0.559,0.657,0.693,0.774,1.287,1.416,1.831,9.425,1.236
40,244.400,0.746,0.561,0.646,0.685,0.739,0.869,1.293,1.585,3.619,1.341
45,256.200,0.712,0.541,0.627,0.662,0.718,0.856,1.163,1.440,1.744,1.404
50,234.200,0.822,0.563,0.650,0.702,0.789,1.341,1.703,1.931,2.429,1.216
55,220.400,0.813,0.569,0.656,0.698,0.794,1.316,1.416,1.696,2.168,1.230
