Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,186.800,3.333,0.910,2.111,2.738,3.880,6.021,7.071,8.547,20.733,0.300
5,236.000,2.769,1.436,1.958,2.520,3.007,4.406,5.396,7.169,9.727,0.361
10,233.400,2.720,1.150,1.964,2.488,2.976,3.968,5.597,7.180,13.719,0.368
15,241.800,2.647,1.033,1.928,2.438,2.942,3.883,5.199,6.554,9.049,0.378
20,227.000,2.815,1.103,1.939,2.440,2.999,4.764,6.176,8.134,10.894,0.355
25,223.200,2.860,1.068,1.966,2.492,3.032,4.849,5.949,7.307,50.246,0.350
30,236.600,2.774,1.085,1.932,2.477,2.972,4.078,5.734,8.936,24.684,0.361
35,226.400,2.894,1.056,1.991,2.547,3.183,4.932,5.802,6.846,8.622,0.346
40,263.200,2.387,0.997,1.879,2.288,2.779,3.074,3.282,5.196,7.881,0.419
45,221.200,2.859,1.226,1.972,2.502,3.100,4.898,6.055,7.375,10.141,0.350
50,189.000,3.471,1.268,2.176,2.849,4.392,6.195,7.244,8.588,13.515,0.288
55,232.600,2.735,1.093,1.947,2.507,3.031,4.249,5.247,7.170,8.712,0.366
