Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.600,1.548,0.905,1.125,1.352,1.676,2.143,2.431,6.635,6.635,0.646
5,19.800,1.347,0.838,1.043,1.194,1.353,1.918,2.539,6.222,6.222,0.742
10,21.200,1.356,0.871,1.142,1.289,1.443,1.675,2.096,2.872,3.129,0.737
15,25.200,1.131,0.748,1.035,1.138,1.202,1.303,1.392,1.555,1.658,0.884
20,18.600,1.321,0.808,1.122,1.248,1.436,1.641,1.717,4.534,4.534,0.757
25,16.800,1.327,0.855,1.102,1.216,1.372,1.792,1.991,3.411,3.411,0.753
30,15.200,1.239,0.755,1.052,1.199,1.367,1.462,1.653,4.199,4.199,0.807
35,2.800,3.900,1.840,2.491,2.809,3.883,6.696,12.696,12.696,12.696,0.256
40,5.800,2.377,1.022,1.449,1.717,2.678,5.734,6.728,7.299,7.299,0.421
45,19.200,1.297,0.762,1.107,1.247,1.445,1.635,1.788,2.181,2.181,0.771
50,17.200,1.322,0.730,1.045,1.161,1.313,1.759,2.477,5.545,5.545,0.756
55,17.200,1.431,0.860,1.103,1.261,1.466,2.094,2.493,4.211,4.211,0.699
