Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,5.200,2.904,0.630,1.641,2.460,3.349,5.121,7.456,7.960,7.960,0.344
5,9.800,1.179,0.387,0.619,0.859,1.238,2.316,3.204,5.455,5.455,0.848
10,12.400,0.709,0.335,0.431,0.653,0.878,1.138,1.438,1.847,1.847,1.410
15,9.600,0.762,0.319,0.416,0.523,0.827,0.897,1.945,4.487,4.487,1.312
20,10.800,1.151,0.305,0.384,0.575,0.897,1.337,5.912,13.077,13.077,0.869
25,11.600,0.604,0.286,0.348,0.436,0.716,0.984,1.348,4.613,4.613,1.656
30,11.400,0.696,0.278,0.380,0.532,0.890,1.178,1.336,3.325,3.325,1.436
35,11.800,0.575,0.319,0.381,0.510,0.693,0.991,1.036,1.274,1.274,1.739
40,11.800,0.710,0.302,0.401,0.487,0.802,1.055,1.124,5.057,5.057,1.409
45,12.800,0.446,0.314,0.354,0.388,0.438,0.644,0.896,0.989,0.989,2.242
50,13.400,0.644,0.286,0.362,0.443,0.740,0.912,1.615,4.593,4.593,1.552
55,12.400,0.523,0.295,0.356,0.420,0.580,0.800,1.156,1.643,1.643,1.912
