Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.200,1.071,0.361,0.481,0.856,1.075,2.038,3.399,5.235,5.235,0.933
5,15.800,0.685,0.283,0.380,0.474,0.791,0.869,1.007,8.929,8.929,1.460
10,14.000,0.668,0.315,0.357,0.415,0.704,0.822,0.870,5.310,5.310,1.498
15,19.800,0.531,0.258,0.336,0.368,0.666,0.853,0.931,5.054,5.054,1.884
20,13.400,0.573,0.285,0.334,0.412,0.740,0.819,0.839,3.718,3.718,1.746
25,11.000,0.792,0.308,0.389,0.713,0.821,1.047,1.326,6.668,6.668,1.263
30,19.200,0.605,0.279,0.331,0.418,0.691,0.804,0.928,4.108,4.108,1.654
35,18.600,0.542,0.283,0.333,0.477,0.777,0.814,0.874,0.958,0.958,1.845
40,18.600,0.513,0.288,0.326,0.386,0.757,0.822,0.879,1.100,1.100,1.948
45,16.000,0.578,0.291,0.330,0.464,0.745,0.801,0.843,4.806,4.806,1.729
50,16.800,0.557,0.262,0.335,0.454,0.732,0.812,0.877,2.950,2.950,1.796
55,12.600,0.571,0.252,0.324,0.648,0.733,0.819,0.907,1.128,1.128,1.752
