Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.200,1.780,1.008,1.398,1.686,2.144,2.439,2.667,3.677,3.677,0.562
5,14.600,1.562,0.785,1.253,1.516,1.785,2.026,2.357,2.725,2.725,0.640
10,12.800,1.668,1.029,1.318,1.562,1.958,2.322,2.550,3.758,3.758,0.599
15,12.000,1.726,1.049,1.404,1.613,1.997,2.333,2.632,4.331,4.331,0.579
20,17.200,1.732,1.061,1.322,1.509,2.014,2.505,2.975,3.647,3.647,0.577
25,11.600,1.729,1.088,1.387,1.618,2.026,2.528,2.688,2.902,2.902,0.578
30,11.000,2.183,1.153,1.528,2.039,2.456,3.130,3.926,6.562,6.562,0.458
35,10.800,2.320,1.091,1.500,1.865,2.463,4.535,5.234,8.174,8.174,0.431
40,9.000,2.188,1.167,1.563,1.990,2.516,3.558,3.991,4.235,4.235,0.457
45,12.400,1.842,1.072,1.346,1.538,1.968,2.476,3.754,7.659,7.659,0.543
50,14.000,1.841,0.924,1.343,1.573,2.149,2.909,3.370,4.947,4.947,0.543
55,9.400,1.710,1.068,1.333,1.510,1.999,2.434,2.632,3.112,3.112,0.585
