Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.000,13.520,7.273,9.193,10.463,18.900,24.536,25.810,27.390,27.390,0.074
5,12.400,9.559,5.785,6.624,7.594,9.509,17.850,18.790,27.129,27.129,0.105
10,13.400,8.831,5.790,6.972,7.851,8.715,15.575,17.605,18.989,18.989,0.113
15,10.000,10.361,6.005,7.100,7.991,11.482,17.914,19.192,24.573,24.573,0.097
20,8.000,13.040,6.629,7.732,9.768,17.749,26.569,27.952,28.938,28.938,0.077
25,9.800,10.283,7.243,8.702,9.425,10.840,13.779,17.027,23.193,23.193,0.097
30,8.200,12.116,8.087,9.067,10.195,11.764,21.022,24.155,35.001,35.001,0.083
35,10.800,10.848,7.280,8.532,9.504,10.900,15.930,20.820,25.740,25.740,0.092
40,9.400,10.913,7.575,9.084,10.217,12.110,13.322,14.719,22.508,22.508,0.092
45,10.200,13.146,7.298,8.962,10.227,18.915,21.574,22.558,29.473,29.473,0.076
50,8.400,11.726,7.146,8.741,9.747,11.027,16.525,19.809,59.382,59.382,0.085
55,8.600,14.161,7.434,8.970,10.101,21.456,23.072,24.149,28.926,28.926,0.071
