Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,403.000,2.470,0.339,0.855,1.825,2.885,5.738,7.071,12.489,35.874,0.405
5,494.400,2.015,0.301,0.720,1.586,2.604,3.915,5.746,9.044,20.974,0.496
10,456.400,2.179,0.274,0.738,1.586,2.708,4.939,5.966,9.639,39.060,0.459
15,545.200,1.829,0.259,0.690,1.452,2.442,3.204,5.341,6.543,51.909,0.547
20,588.400,1.693,0.263,0.665,1.318,2.333,3.038,5.216,6.166,14.991,0.591
25,521.600,1.912,0.273,0.689,1.487,2.476,3.754,5.623,7.989,18.934,0.523
30,575.000,1.734,0.263,0.670,1.458,2.416,3.034,5.226,6.231,21.290,0.577
35,454.400,2.194,0.269,0.771,1.666,2.847,4.404,6.080,9.671,30.077,0.456
40,522.600,1.905,0.296,0.714,1.561,2.616,3.397,5.558,7.420,13.184,0.525
45,583.800,1.706,0.250,0.681,1.357,2.479,3.121,3.761,5.997,9.694,0.586
50,528.800,1.885,0.254,0.732,1.534,2.643,3.332,5.430,6.497,13.331,0.531
55,523.600,1.903,0.261,0.699,1.534,2.548,3.554,5.459,7.767,15.178,0.525
