Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,6.000,2.545,1.339,1.796,2.032,2.611,4.514,4.749,10.011,10.011,0.393
5,11.200,1.744,0.907,1.347,1.641,1.904,2.641,3.053,3.726,3.726,0.573
10,14.200,1.911,1.084,1.337,1.648,2.056,2.720,3.853,6.031,6.031,0.523
15,12.600,1.797,1.081,1.339,1.625,2.152,2.591,2.968,3.882,3.882,0.557
20,10.000,2.153,1.294,1.716,2.002,2.433,3.041,3.879,4.478,4.478,0.464
25,11.200,2.011,1.001,1.446,1.908,2.464,2.859,3.579,4.904,4.904,0.497
30,11.600,1.890,0.843,1.357,1.835,2.269,2.702,3.861,4.703,4.703,0.529
35,10.000,1.756,1.002,1.281,1.591,1.911,2.949,3.108,4.460,4.460,0.569
40,10.200,2.230,1.037,1.576,2.153,2.695,3.101,3.968,5.606,5.606,0.448
45,10.400,2.274,1.185,1.544,2.002,2.752,3.635,4.082,5.419,5.419,0.440
50,11.400,2.018,1.158,1.519,1.790,2.243,3.127,3.579,4.547,4.547,0.496
55,11.600,2.085,1.040,1.533,1.897,2.444,3.308,3.797,4.283,4.283,0.480
