Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,112.600,1.729,0.653,0.957,1.346,1.852,2.702,3.640,7.835,45.623,0.578
5,132.400,1.301,0.596,0.760,1.377,1.587,1.813,2.100,3.493,9.046,0.769
10,194.800,0.963,0.578,0.698,0.776,1.112,1.539,1.687,2.019,7.088,1.038
15,147.800,1.285,0.598,0.917,1.325,1.515,1.703,1.865,2.554,15.348,0.778
20,152.600,1.234,0.602,0.742,1.281,1.583,1.793,1.954,2.969,8.613,0.810
25,166.400,1.038,0.575,0.685,0.779,1.390,1.586,1.731,2.492,8.518,0.964
30,150.200,1.186,0.577,0.705,1.238,1.553,1.750,1.843,2.713,8.370,0.843
35,177.400,0.976,0.575,0.685,0.744,1.348,1.597,1.727,2.048,4.215,1.024
40,178.400,1.005,0.567,0.674,0.746,1.367,1.580,1.729,2.013,11.514,0.996
45,189.600,0.911,0.559,0.667,0.726,0.979,1.460,1.638,2.283,9.619,1.097
50,162.000,1.043,0.553,0.648,0.750,1.493,1.670,1.758,1.950,2.377,0.959
55,175.200,1.000,0.551,0.644,0.706,1.423,1.630,1.788,2.276,8.050,1.000
