Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,125.600,4.936,1.852,3.318,4.255,5.555,7.939,9.463,12.341,52.654,0.203
5,131.600,4.687,1.549,2.945,3.893,6.073,8.106,8.985,11.404,49.628,0.213
10,118.400,4.959,1.812,3.253,4.312,6.222,8.013,8.820,11.182,30.604,0.202
15,151.600,4.345,1.262,2.842,3.691,5.148,7.406,8.412,10.669,48.792,0.230
20,153.800,4.302,1.394,2.763,3.670,5.294,7.329,8.398,10.113,19.913,0.232
25,146.200,4.364,1.202,2.707,3.600,5.436,7.698,8.773,10.276,53.610,0.229
30,166.000,3.953,1.417,2.628,3.379,4.695,6.708,7.499,9.599,51.097,0.253
35,109.400,5.856,1.623,3.417,4.643,7.503,9.987,11.401,22.115,42.898,0.171
40,151.200,4.160,1.594,2.870,3.630,4.587,5.844,7.089,10.460,108.412,0.240
45,147.600,4.211,1.320,2.699,3.510,4.701,7.315,8.695,12.765,23.635,0.237
50,162.200,3.969,1.516,2.534,3.238,4.188,6.553,8.935,14.008,54.952,0.252
55,127.200,5.255,1.274,3.329,4.293,6.023,9.298,11.267,15.040,46.291,0.190
