Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,162.400,1.266,0.613,0.814,1.082,1.436,1.795,2.033,4.805,22.229,0.790
5,166.200,1.046,0.577,0.698,0.811,1.397,1.602,1.806,2.578,4.085,0.956
10,173.000,1.068,0.593,0.687,0.795,1.356,1.570,1.739,3.228,11.492,0.936
15,194.000,0.923,0.579,0.666,0.720,1.034,1.488,1.604,2.194,10.137,1.084
20,171.200,1.048,0.572,0.670,0.791,1.415,1.589,1.714,2.006,6.092,0.954
25,151.200,1.140,0.595,0.711,1.223,1.443,1.606,1.713,2.278,8.462,0.877
30,165.400,1.149,0.600,0.714,1.196,1.412,1.577,1.698,2.468,11.002,0.870
35,177.200,1.008,0.582,0.677,0.757,1.344,1.560,1.694,1.929,16.305,0.992
40,172.000,1.017,0.567,0.682,0.766,1.323,1.515,1.622,1.968,18.594,0.983
45,201.600,0.937,0.562,0.649,0.715,1.296,1.524,1.645,1.847,2.847,1.067
50,181.000,1.003,0.561,0.679,0.848,1.279,1.516,1.681,2.315,5.356,0.997
55,190.200,0.902,0.553,0.654,0.707,1.226,1.501,1.582,1.840,6.154,1.109
