Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,161.600,3.825,1.212,2.315,3.087,4.929,6.695,7.526,9.384,23.668,0.261
5,237.800,2.737,1.080,1.994,2.512,3.018,3.983,5.346,6.636,15.020,0.365
10,242.600,2.522,1.044,1.913,2.380,2.870,3.246,4.037,6.582,10.127,0.397
15,223.400,2.757,1.372,1.969,2.499,2.997,3.983,5.421,7.192,22.912,0.363
20,252.600,2.545,0.921,1.927,2.402,2.877,3.201,4.339,6.207,15.021,0.393
25,247.800,2.604,1.027,1.919,2.374,2.822,3.280,5.281,7.300,17.384,0.384
30,249.600,2.560,0.967,1.901,2.419,2.892,3.316,4.682,6.454,9.455,0.391
35,264.000,2.494,0.992,1.905,2.350,2.833,3.184,4.074,6.160,12.911,0.401
40,245.800,2.598,0.999,1.933,2.444,2.936,3.479,4.713,6.547,10.518,0.385
45,247.600,2.613,0.936,1.957,2.449,2.924,3.516,4.676,6.622,8.752,0.383
50,240.800,2.647,1.200,1.981,2.446,3.004,3.551,4.549,6.891,15.898,0.378
55,256.600,2.565,0.957,1.929,2.441,2.922,3.284,4.588,6.177,7.617,0.390
