Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,317,317.000,649,1266,2437,3136,3867,5812,7748,12073,36526
1,305,305.000,462,1544,1994,3281,4819,6863,7944,14145,16701
2,567,567.000,328,749,1313,1746,2515,3123,3635,6194,6461
3,578,578.000,336,744,1541,1721,2417,3104,3367,5993,6197
4,605,605.000,300,703,1211,1646,2395,3003,3178,5797,6618
5,563,563.000,336,700,1541,1769,2526,2975,3355,6241,26034
6,511,511.000,328,734,1446,1947,2613,3379,5677,8651,14284
7,565,565.000,312,734,1213,1761,2478,3213,4462,6612,8382
8,400,400.000,337,791,1734,2498,2936,5696,6867,14261,16064
9,525,525.000,317,679,1402,1894,2585,3889,5467,6396,12293
10,411,411.000,311,843,1587,2424,3130,5363,6106,11865,19643
11,473,473.000,307,726,1570,2102,2691,4630,6032,11497,11917
12,587,587.000,307,710,1177,1695,2405,3042,3566,6042,14383
13,572,572.000,275,707,1338,1740,2476,3088,5312,5923,6660
14,436,436.000,340,787,1624,2285,2922,5243,6149,11156,13976
15,567,567.000,259,710,1375,1754,2550,3138,3565,6147,11425
16,578,578.000,299,670,1331,1724,2314,3249,5397,6182,8939
17,538,538.000,312,705,1440,1848,2441,3379,5376,7173,15422
18,546,546.000,305,708,1600,1833,2574,3156,5337,5997,11795
19,566,566.000,298,685,1376,1754,2464,3099,4481,6705,12978
20,509,509.000,277,722,1420,1959,2713,3603,5616,9496,11276
21,575,575.000,310,688,1458,1731,2486,3144,5358,5888,6715
22,517,517.000,307,721,1574,1932,2600,3489,5545,6935,12848
23,582,582.000,278,699,1385,1711,2407,3114,3770,6229,11596
24,532,532.000,299,722,1341,1877,2597,3402,5513,6727,16936
25,530,530.000,292,731,1597,1896,2577,3558,5421,5921,13010
26,494,494.000,248,672,1525,1999,2617,4031,5760,8164,18931
27,614,614.000,284,661,1312,1623,2377,2995,3241,5666,8963
28,497,497.000,293,679,1449,2006,2499,4738,5713,10324,16561
29,631,631.000,249,644,1126,1580,2205,2868,3408,5624,7872
30,566,566.000,267,663,1469,1761,2473,3114,5248,7073,14125
31,564,564.000,255,657,1291,1767,2517,3153,5385,6168,13769
32,612,612.000,293,668,897,1629,2349,3039,5351,5707,7348
33,636,636.000,287,639,872,1570,2342,3019,3338,5623,8052
34,599,599.000,285,659,1375,1655,2269,2974,4256,6002,12455
35,550,550.000,240,675,1482,1823,2533,3325,5345,6120,11771
36,588,588.000,266,685,1366,1684,2452,3032,3498,6353,12562
37,481,481.000,297,712,1660,2076,2643,4260,5673,8278,15312
38,548,548.000,255,698,1467,1815,2579,3193,5503,6787,12957
39,565,565.000,282,694,1285,1764,2509,3092,5235,6713,11656
40,607,607.000,293,692,1365,1645,2377,3047,3229,5689,7117
41,607,607.000,251,691,1227,1642,2477,2994,3265,5837,8458
42,589,589.000,305,704,1498,1694,2430,3032,3383,5664,6860
43,565,565.000,278,679,1429,1761,2399,3101,5334,5802,12685
44,436,436.000,260,704,1535,2291,2990,5478,5956,11684,11958
45,489,489.000,277,688,1448,2036,2814,4513,5486,6400,11804
46,599,599.000,290,658,1433,1664,2432,2988,5280,5691,5798
47,614,614.000,283,648,1196,1626,2412,3009,3407,5822,6277
48,571,571.000,294,650,1472,1743,2423,3096,5368,6298,13608
49,607,607.000,270,648,1311,1643,2383,3012,3434,5666,13006
50,600,600.000,265,652,1469,1667,2423,3008,5234,5690,6047
51,549,549.000,280,684,1543,1814,2520,3139,4991,6160,13633
52,587,587.000,287,673,1513,1694,2472,3012,3562,5989,6290
53,570,570.000,294,686,1105,1748,2435,3029,3345,6044,52708
54,514,514.000,294,730,1567,1942,2611,3476,5471,7833,15241
55,609,609.000,262,676,1110,1639,2337,3058,3819,5975,6907
56,604,604.000,262,649,1176,1646,2299,3034,3861,6452,13843
57,503,503.000,246,670,1505,1983,2513,4821,5800,7792,12664
58,500,500.000,286,693,1692,2003,2600,3646,5463,10817,12411
59,619,619.000,286,660,1365,1601,2356,2905,3164,5546,5772
