Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.200,0.990,0.322,0.398,0.655,1.018,1.615,2.388,8.812,8.812,1.010
5,24.600,0.465,0.278,0.361,0.387,0.448,0.546,0.769,2.159,3.591,2.151
10,19.200,0.677,0.281,0.341,0.376,0.674,0.799,1.837,9.578,9.578,1.476
15,25.400,0.431,0.287,0.330,0.352,0.436,0.633,0.792,1.317,2.450,2.319
20,21.200,0.403,0.244,0.311,0.337,0.376,0.582,0.692,1.286,3.076,2.484
25,19.400,0.406,0.275,0.308,0.328,0.353,0.493,0.803,2.920,2.920,2.466
30,26.800,0.356,0.256,0.309,0.329,0.354,0.419,0.606,0.793,1.131,2.812
35,22.600,0.440,0.259,0.307,0.328,0.360,0.417,0.613,2.546,8.323,2.274
40,21.400,0.479,0.270,0.310,0.333,0.368,0.592,0.789,2.097,10.530,2.087
45,24.400,0.421,0.251,0.308,0.337,0.577,0.683,0.753,0.812,0.856,2.374
50,21.200,0.387,0.249,0.320,0.341,0.404,0.531,0.659,0.853,0.880,2.584
55,23.600,0.368,0.265,0.313,0.330,0.362,0.508,0.613,0.978,1.063,2.714
