Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.000,1.497,0.494,0.637,0.883,1.685,3.385,5.347,10.339,10.339,0.668
5,18.000,0.741,0.366,0.434,0.511,0.690,1.080,2.203,4.650,4.650,1.350
10,14.400,0.630,0.336,0.409,0.479,0.723,0.873,1.026,3.917,3.917,1.587
15,17.600,0.714,0.287,0.360,0.538,0.761,0.991,1.218,8.757,8.757,1.401
20,17.800,0.492,0.296,0.348,0.403,0.667,0.768,0.864,1.092,1.092,2.033
25,14.200,0.676,0.281,0.369,0.418,0.641,0.790,1.087,11.918,11.918,1.479
30,17.400,0.529,0.285,0.337,0.369,0.462,0.762,0.935,5.914,5.914,1.889
35,16.600,0.507,0.270,0.342,0.384,0.498,0.802,0.871,3.879,3.879,1.973
40,18.800,0.456,0.284,0.317,0.356,0.621,0.728,0.783,1.155,1.155,2.195
45,18.800,0.510,0.255,0.320,0.349,0.384,0.573,0.717,7.855,7.855,1.960
50,25.000,0.377,0.255,0.316,0.342,0.382,0.482,0.713,0.788,0.790,2.651
55,23.800,0.394,0.249,0.314,0.337,0.382,0.631,0.770,1.066,1.118,2.538
