Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.800,1.812,0.416,0.609,0.821,2.501,4.933,5.784,7.314,7.314,0.552
5,13.000,0.662,0.338,0.416,0.541,0.823,1.051,1.106,1.868,1.868,1.511
10,13.400,1.117,0.337,0.389,0.472,0.794,1.300,5.477,13.451,13.451,0.895
15,14.800,0.487,0.309,0.362,0.407,0.542,0.792,0.966,1.122,1.122,2.052
20,16.800,0.509,0.265,0.342,0.390,0.519,0.779,0.829,3.051,3.051,1.966
25,16.800,0.461,0.267,0.336,0.362,0.539,0.809,0.905,1.354,1.354,2.168
30,21.600,0.566,0.261,0.329,0.375,0.469,0.698,0.863,3.650,10.921,1.768
35,15.600,0.479,0.255,0.308,0.330,0.384,0.732,1.006,5.660,5.660,2.087
40,19.000,0.369,0.230,0.289,0.333,0.394,0.535,0.666,0.788,0.788,2.711
45,14.200,0.535,0.256,0.309,0.401,0.761,0.900,0.996,1.481,1.481,1.870
50,16.400,0.391,0.250,0.298,0.339,0.412,0.627,0.701,0.871,0.871,2.559
55,16.800,0.389,0.230,0.296,0.339,0.421,0.651,0.757,0.820,0.820,2.571
