Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,71.600,3.093,1.145,1.697,2.334,3.665,5.904,7.549,11.880,16.399,0.323
5,111.800,1.733,0.936,1.130,1.288,2.187,2.744,3.056,5.577,25.905,0.577
10,96.600,1.647,0.935,1.105,1.260,2.054,2.494,3.050,5.602,8.762,0.607
15,99.600,1.758,0.954,1.117,1.280,2.179,2.689,3.340,8.086,12.745,0.569
20,93.200,1.947,0.900,1.169,1.942,2.286,2.698,3.211,6.822,9.907,0.513
25,134.600,1.352,0.893,1.028,1.120,1.331,2.066,2.438,4.560,8.931,0.739
30,128.600,1.472,0.894,1.040,1.121,1.969,2.264,2.482,4.532,9.202,0.679
35,121.800,2.019,0.876,1.008,1.108,1.803,2.197,2.371,3.450,373.691,0.495
40,24.400,1.608,1.021,1.179,1.289,1.497,2.572,3.018,6.942,7.007,0.622
45,52.000,3.056,0.975,1.845,2.350,3.133,4.439,6.050,22.545,30.808,0.327
50,132.200,1.433,0.576,0.806,1.192,1.776,2.501,2.952,3.869,13.852,0.698
55,157.200,1.188,0.583,0.716,0.848,1.524,1.949,2.306,4.466,8.062,0.842
