Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.400,10.344,5.493,6.022,10.014,14.493,16.227,17.907,20.188,20.188,0.097
5,20.600,6.869,5.428,5.688,5.848,6.148,12.086,12.589,13.748,13.847,0.146
10,20.200,7.786,5.315,5.597,5.996,8.930,13.057,13.488,17.572,24.040,0.128
15,18.200,7.959,5.179,5.528,5.815,11.538,12.664,13.216,14.108,14.108,0.126
20,22.200,7.397,5.280,5.484,5.754,11.198,12.550,13.346,13.783,13.796,0.135
25,17.400,8.518,5.360,5.659,6.153,11.577,13.286,13.696,14.184,14.184,0.117
30,16.400,8.832,5.190,5.618,6.789,12.218,13.427,14.337,15.848,15.848,0.113
35,17.600,8.249,5.223,5.541,5.905,11.926,13.439,13.955,14.792,14.792,0.121
40,18.800,7.913,5.102,5.505,5.746,11.664,13.100,13.751,17.625,17.625,0.126
45,19.200,7.269,5.116,5.477,5.714,7.467,12.446,13.272,14.330,14.330,0.138
50,13.000,8.048,5.181,5.536,5.959,10.459,11.941,13.883,15.435,15.435,0.124
55,19.200,7.481,5.136,5.418,5.663,11.087,12.115,13.584,17.186,17.186,0.134
