Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.200,0.956,0.354,0.422,0.597,1.208,1.893,2.737,5.973,5.973,1.046
5,18.200,1.015,0.300,0.434,0.703,0.774,1.004,2.757,10.891,10.891,0.985
10,16.600,0.756,0.292,0.364,0.450,0.780,1.170,2.134,7.419,7.419,1.323
15,15.200,0.757,0.289,0.365,0.617,0.801,0.919,1.681,10.215,10.215,1.321
20,21.800,0.432,0.259,0.329,0.357,0.428,0.681,0.754,0.976,1.834,2.313
25,19.200,0.482,0.256,0.314,0.328,0.376,0.621,0.773,8.062,8.062,2.076
30,20.800,0.402,0.260,0.308,0.331,0.390,0.547,0.659,0.809,3.824,2.486
35,20.000,0.418,0.264,0.306,0.331,0.497,0.747,0.793,0.856,0.856,2.393
40,23.600,0.450,0.255,0.313,0.342,0.381,0.618,0.737,0.902,7.718,2.223
45,18.200,0.369,0.256,0.311,0.331,0.379,0.480,0.619,0.816,0.816,2.714
50,21.800,0.373,0.275,0.318,0.330,0.357,0.426,0.662,0.945,1.594,2.679
55,25.000,0.350,0.255,0.308,0.324,0.349,0.432,0.539,0.799,0.822,2.853
