Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,7.600,2.185,1.048,1.411,1.798,2.328,3.680,4.047,9.418,9.418,0.458
5,14.800,1.555,0.919,1.216,1.340,1.573,2.010,2.858,8.324,8.324,0.643
10,12.200,1.570,1.027,1.280,1.522,1.791,2.150,2.373,2.891,2.891,0.637
15,12.000,1.697,0.926,1.228,1.326,1.625,2.439,3.177,13.531,13.531,0.589
20,13.600,1.552,0.873,1.210,1.359,1.823,2.226,2.555,4.114,4.114,0.644
25,12.200,1.537,0.822,1.255,1.365,1.777,2.233,2.363,3.166,3.166,0.651
30,15.000,1.451,0.929,1.211,1.309,1.530,1.900,2.324,3.487,3.487,0.689
35,15.600,1.430,0.908,1.181,1.355,1.517,1.891,2.194,3.800,3.800,0.699
40,14.200,1.528,1.027,1.272,1.444,1.647,2.070,2.246,2.778,2.778,0.654
45,19.600,1.456,0.957,1.278,1.382,1.604,1.869,2.024,2.704,2.704,0.687
50,15.600,1.672,1.082,1.371,1.595,1.847,2.164,2.563,3.454,3.454,0.598
55,12.200,1.791,1.079,1.393,1.619,2.075,2.647,2.822,3.141,3.141,0.558
