Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,157.400,3.990,1.039,2.663,3.534,5.062,6.220,7.181,10.920,18.851,0.251
5,185.200,3.539,1.201,2.280,3.012,4.581,5.986,6.728,8.355,16.421,0.283
10,153.200,4.122,1.458,2.661,3.844,5.301,6.662,7.180,8.784,18.157,0.243
15,162.600,3.907,1.218,2.539,3.568,5.030,6.262,7.163,8.147,18.721,0.256
20,165.400,3.763,1.101,2.441,3.451,4.976,6.028,6.469,8.040,12.185,0.266
25,168.400,3.833,1.090,2.538,3.558,5.015,6.016,6.856,8.099,15.440,0.261
30,180.400,3.535,1.055,2.252,3.068,4.537,5.935,6.500,7.921,12.595,0.283
35,138.400,4.625,1.009,3.442,4.565,5.700,6.604,7.232,8.792,11.390,0.216
40,188.800,3.450,1.215,2.202,2.918,4.471,5.947,6.622,7.480,10.844,0.290
45,194.600,3.517,1.235,2.266,3.023,4.611,5.910,6.544,7.832,11.102,0.284
50,190.600,3.345,1.348,2.196,2.809,4.195,5.724,6.818,8.387,13.379,0.299
55,138.800,4.602,1.416,3.394,4.420,5.745,6.759,7.236,8.745,12.431,0.217
