Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,388.200,2.564,0.344,0.966,1.798,3.161,5.624,6.820,12.862,23.809,0.390
5,501.800,1.985,0.298,0.715,1.522,2.597,4.273,5.584,7.906,13.374,0.504
10,525.600,1.895,0.265,0.686,1.471,2.505,3.635,5.415,7.821,15.843,0.528
15,580.000,1.719,0.247,0.663,1.404,2.409,3.009,5.174,6.032,22.130,0.582
20,541.600,1.840,0.274,0.687,1.491,2.460,3.198,5.338,7.042,16.322,0.543
25,558.800,1.784,0.253,0.680,1.485,2.434,3.112,5.255,6.384,16.618,0.561
30,574.400,1.737,0.246,0.661,1.478,2.425,3.087,5.200,5.878,13.477,0.576
35,529.600,1.883,0.275,0.668,1.461,2.544,3.717,5.354,7.033,23.272,0.531
40,578.400,1.723,0.249,0.671,1.462,2.356,3.006,5.151,6.438,17.635,0.580
45,602.200,1.656,0.261,0.648,1.399,2.390,2.977,4.442,5.638,12.993,0.604
50,521.600,1.912,0.253,0.687,1.540,2.472,3.648,5.492,8.197,22.229,0.523
55,571.800,1.744,0.251,0.685,1.405,2.434,3.066,5.214,6.238,15.160,0.574
