Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,76.200,2.614,0.829,1.792,2.243,2.975,4.131,5.493,8.643,15.455,0.383
5,108.200,1.659,0.723,0.985,1.332,1.975,2.685,3.340,5.613,10.014,0.603
10,120.000,1.598,0.668,0.953,1.213,1.952,2.623,3.284,6.389,14.592,0.626
15,118.200,1.559,0.714,0.981,1.287,1.862,2.357,2.960,4.718,15.642,0.642
20,90.600,1.872,0.705,1.033,1.768,2.265,2.934,3.453,5.638,8.368,0.534
25,111.800,1.709,0.673,0.925,1.556,1.974,2.608,2.981,3.984,65.410,0.585
30,118.800,1.553,0.665,0.926,1.498,1.908,2.432,2.834,3.775,6.018,0.644
35,129.000,1.483,0.673,0.848,1.104,1.797,2.304,2.799,3.816,43.338,0.674
40,112.400,1.683,0.655,0.988,1.428,1.956,2.575,3.017,4.518,51.633,0.594
45,119.400,1.493,0.655,0.876,1.177,1.866,2.365,2.968,4.135,20.017,0.670
50,118.200,1.545,0.687,0.894,1.341,1.951,2.582,3.122,4.310,6.377,0.647
55,111.600,1.643,0.708,0.938,1.663,1.971,2.558,2.912,3.443,16.410,0.609
