Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.400,1.388,0.886,1.097,1.279,1.561,1.892,2.316,2.845,2.845,0.721
5,17.600,1.519,0.958,1.160,1.354,1.653,2.170,2.557,5.133,5.133,0.659
10,16.600,1.812,1.001,1.195,1.400,1.760,2.989,3.860,9.431,9.431,0.552
15,24.800,1.415,0.819,1.103,1.251,1.398,2.248,2.844,3.683,3.884,0.707
20,26.600,1.207,0.682,1.016,1.151,1.279,1.495,1.856,2.391,2.427,0.828
25,22.200,1.259,0.840,1.078,1.206,1.380,1.494,1.745,2.170,2.959,0.794
30,21.400,1.262,0.797,1.059,1.203,1.298,1.628,2.075,2.570,2.801,0.793
35,25.400,1.230,0.812,1.061,1.199,1.321,1.422,1.591,2.415,3.377,0.813
40,20.200,1.325,0.798,1.144,1.222,1.328,1.583,1.836,2.660,5.347,0.755
45,13.600,1.748,0.858,1.248,1.498,2.089,2.590,2.918,5.201,5.201,0.572
50,17.200,1.550,0.836,1.134,1.385,1.704,2.650,2.822,3.585,3.585,0.645
55,12.400,2.028,1.006,1.316,1.627,2.621,3.331,3.923,6.323,6.323,0.493
