Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,164,164.000,1548,2601,5111,6061,7823,10921,15903,20326,20790
1,221,221.000,910,1862,3455,4513,6369,8284,8979,15963,17841
2,334,334.000,688,1320,2091,2983,3957,6246,7220,11909,14252
3,427,427.000,428,878,1686,2339,2934,5413,6161,7415,16352
4,295,295.000,583,1452,2678,3362,4894,6560,7321,12927,13629
5,362,362.000,473,1160,1602,2757,4035,5266,6266,11586,16970
6,362,362.000,339,1061,1904,2750,3743,5795,6593,12948,14921
7,415,415.000,355,1004,1638,2397,3134,5249,5746,11533,12341
8,472,472.000,325,732,1625,2110,2730,4775,5656,8035,13944
9,353,353.000,369,1161,1943,2833,3982,5797,7013,11040,13504
10,337,337.000,605,1278,1533,2955,4408,5592,6177,11647,13713
11,277,277.000,354,1451,3068,3601,5104,6646,7596,12766,13505
12,465,465.000,315,786,1414,2136,2910,4730,5833,10033,15215
13,381,381.000,442,1023,1903,2628,3715,4806,6164,11128,11831
14,419,419.000,325,1029,1756,2377,3242,4640,5177,9306,13011
15,326,326.000,388,1268,2210,3019,4487,5886,6764,11888,15758
16,324,324.000,335,1436,1885,3076,4750,6486,7221,12411,15980
17,420,420.000,308,730,1628,2372,2972,5583,6602,12120,14072
18,502,502.000,295,705,1595,1979,2640,3680,5532,7818,12719
19,304,304.000,534,1319,1671,3287,4933,6370,7827,12587,16628
20,444,444.000,288,719,1412,2251,2894,5378,6061,11168,12872
21,315,315.000,342,1316,1872,3156,4558,5992,7310,12639,14498
22,468,468.000,309,715,1433,2131,2826,5163,5680,10778,12419
23,310,310.000,340,1329,1896,3216,4760,6186,7759,12816,15301
24,294,294.000,325,1307,1997,3389,5095,6370,10490,13268,15160
25,353,353.000,571,1204,1582,2842,4445,5707,6507,11631,12602
26,378,378.000,303,1186,1717,2626,3595,5996,6873,12567,13238
27,389,389.000,268,999,1665,2570,3301,5915,6627,12394,26376
28,404,404.000,299,1129,1606,2468,3374,5229,6038,11319,13401
29,399,399.000,312,773,1787,2497,3072,5639,6450,12351,13545
30,429,429.000,273,728,1533,2332,3103,5614,6324,10455,12650
31,472,472.000,277,756,1719,2107,2778,4453,5474,6838,12400
32,349,349.000,317,799,1932,2854,3124,5747,8781,16831,40829
33,581,581.000,299,697,1226,1714,2357,3079,5153,6335,12540
34,566,566.000,292,700,1530,1759,2556,3140,5203,5669,6192
35,427,427.000,277,894,1494,2336,3140,4980,5718,11310,15650
36,464,464.000,266,714,1593,2152,2829,5174,5791,12448,14692
37,289,289.000,297,1432,1970,3451,4998,6726,9720,13672,14166
38,388,388.000,285,1105,1750,2569,3460,5616,6406,12592,14333
39,427,427.000,286,807,1432,2339,3006,5397,5859,11288,11916
40,389,389.000,295,1166,1599,2564,3447,5600,6098,11122,12463
41,559,559.000,245,691,1490,1789,2443,3011,5456,7429,17146
42,482,482.000,253,711,1579,2074,2579,4347,5615,12859,13866
43,331,331.000,326,1342,1807,2995,4281,6214,7091,12924,13640
44,388,388.000,273,733,1780,2578,3050,5894,7065,13169,15156
45,462,462.000,299,689,1603,2153,2766,5170,5619,11335,13499
46,468,468.000,278,679,1595,2130,2835,4975,5753,7412,13338
47,364,364.000,288,1227,1646,2745,3915,5730,6639,12377,13731
48,391,391.000,315,991,1691,2548,3452,5564,6211,11177,12908
49,347,347.000,575,1227,1714,2884,4384,5796,6624,10849,11367
50,365,365.000,276,1156,1529,2724,4074,5431,6083,11306,12549
51,476,476.000,300,749,1494,2094,2772,4525,5931,9601,13405
52,563,563.000,287,744,1134,1773,2542,3239,3985,6202,14348
53,446,446.000,290,941,1719,2232,3151,4485,5389,8458,12354
54,369,369.000,297,894,1900,2722,3600,5852,7178,11982,15180
55,189,189.000,662,1662,3803,5232,6665,10860,14536,40965,44051
56,350,350.000,306,1293,1802,2850,3917,6432,7500,12806,18551
57,479,479.000,291,693,1555,2080,2626,5098,5872,6898,11899
58,360,360.000,329,811,1626,2775,3879,6170,7593,13166,14894
59,547,547.000,247,686,1314,1808,2506,3162,4824,7716,17340
