Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,17.400,0.891,0.339,0.452,0.540,0.704,2.002,2.374,9.393,9.393,1.122
5,19.800,0.625,0.305,0.362,0.398,0.484,0.785,0.847,10.838,10.838,1.599
10,18.000,0.569,0.287,0.337,0.374,0.547,0.809,0.938,9.560,9.560,1.758
15,23.600,0.375,0.257,0.319,0.338,0.380,0.475,0.648,0.746,1.086,2.663
20,21.600,0.524,0.276,0.312,0.335,0.379,0.603,0.727,0.900,15.665,1.909
25,20.800,0.396,0.272,0.318,0.343,0.385,0.693,0.776,0.883,0.906,2.527
30,23.800,0.406,0.247,0.309,0.331,0.383,0.723,0.803,0.959,1.099,2.464
35,22.800,0.397,0.264,0.314,0.337,0.379,0.591,0.674,1.539,1.729,2.521
40,20.400,0.403,0.257,0.307,0.327,0.396,0.650,0.720,0.845,2.800,2.482
45,23.800,0.387,0.249,0.308,0.332,0.394,0.467,0.768,0.833,2.581,2.583
50,21.000,0.410,0.263,0.312,0.338,0.432,0.661,0.771,0.926,0.965,2.440
55,23.600,0.457,0.257,0.311,0.332,0.372,0.620,0.706,0.977,8.734,2.188
