Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,151.400,1.450,0.651,0.817,1.008,1.578,1.985,2.613,7.494,63.364,0.690
5,205.400,0.931,0.586,0.691,0.739,0.865,1.446,1.623,2.299,11.567,1.074
10,204.600,0.889,0.585,0.689,0.748,0.890,1.423,1.536,1.792,5.418,1.124
15,212.000,0.842,0.583,0.674,0.712,0.800,1.325,1.508,1.859,9.988,1.188
20,260.800,0.759,0.575,0.665,0.701,0.759,0.883,1.295,1.526,2.037,1.318
25,238.000,0.790,0.587,0.680,0.715,0.777,1.133,1.363,1.579,1.919,1.266
30,222.000,0.835,0.567,0.660,0.704,0.802,1.392,1.528,1.774,7.046,1.197
35,218.000,0.830,0.560,0.657,0.696,0.785,1.352,1.504,1.779,10.195,1.204
40,205.000,0.924,0.574,0.678,0.727,1.260,1.473,1.582,1.947,4.332,1.083
45,219.200,0.797,0.553,0.643,0.685,0.766,1.301,1.398,1.683,2.559,1.255
50,249.800,0.736,0.564,0.643,0.679,0.729,0.814,1.078,1.497,12.960,1.358
55,225.200,0.781,0.567,0.639,0.681,0.757,1.269,1.491,1.794,3.723,1.281
