Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.600,0.885,0.315,0.465,0.630,0.863,1.585,2.175,9.105,9.105,1.130
5,16.400,0.816,0.299,0.387,0.569,0.796,0.870,1.306,15.576,15.576,1.226
10,17.000,0.797,0.291,0.353,0.441,0.760,1.258,2.447,6.056,6.056,1.255
15,19.800,0.651,0.281,0.337,0.404,0.683,0.797,0.841,9.609,9.609,1.536
20,14.800,0.510,0.247,0.330,0.371,0.659,0.808,0.845,2.164,2.164,1.960
25,15.200,0.484,0.262,0.325,0.377,0.666,0.787,0.861,0.923,0.923,2.067
30,14.000,0.564,0.287,0.334,0.380,0.712,0.830,1.150,4.560,4.560,1.774
35,16.600,0.465,0.271,0.313,0.336,0.592,0.730,0.797,3.251,3.251,2.151
40,14.200,0.621,0.269,0.326,0.611,0.710,0.807,0.908,5.339,5.339,1.610
45,18.600,0.540,0.271,0.317,0.440,0.716,0.793,0.810,2.194,2.194,1.853
50,15.000,0.547,0.278,0.312,0.355,0.496,0.794,1.034,7.938,7.938,1.828
55,19.800,0.488,0.262,0.321,0.388,0.658,0.799,0.881,0.995,0.995,2.050
