Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.400,1.319,0.355,0.496,0.811,1.713,2.532,3.299,7.738,7.738,0.758
5,17.000,0.607,0.316,0.397,0.549,0.788,0.887,0.926,2.161,2.161,1.648
10,11.000,0.715,0.304,0.373,0.645,0.824,0.900,1.046,5.358,5.358,1.398
15,18.400,0.582,0.271,0.345,0.397,0.730,0.883,0.981,5.739,5.739,1.718
20,12.200,0.560,0.303,0.357,0.435,0.773,0.841,0.859,1.035,1.035,1.786
25,19.400,0.608,0.266,0.352,0.438,0.741,0.803,0.882,4.852,4.852,1.643
30,15.200,0.626,0.288,0.383,0.626,0.741,0.797,0.875,2.628,2.628,1.597
35,12.400,0.555,0.305,0.352,0.434,0.696,0.768,0.796,2.454,2.454,1.801
40,19.800,0.429,0.247,0.315,0.341,0.453,0.771,0.799,1.226,1.226,2.329
45,19.600,0.439,0.245,0.310,0.342,0.598,0.772,0.815,1.137,1.137,2.279
50,14.600,0.534,0.262,0.333,0.405,0.641,0.787,0.798,2.512,2.512,1.872
55,14.400,0.485,0.279,0.317,0.357,0.708,0.781,0.799,1.181,1.181,2.061
