Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.600,1.474,0.969,1.229,1.314,1.584,1.955,2.509,3.388,3.388,0.679
5,15.400,1.528,0.955,1.191,1.339,1.693,2.121,2.469,5.138,5.138,0.655
10,17.400,1.338,0.837,1.163,1.275,1.458,1.753,1.856,2.663,2.663,0.747
15,14.400,1.563,0.901,1.260,1.414,1.686,2.259,2.707,3.080,3.080,0.640
20,16.800,1.374,0.802,1.155,1.321,1.494,1.806,2.101,2.722,2.722,0.728
25,17.600,1.447,0.925,1.163,1.326,1.537,2.061,2.290,4.620,4.620,0.691
30,16.600,1.447,0.947,1.195,1.315,1.595,2.145,2.397,2.516,2.516,0.691
35,19.200,1.507,0.816,1.147,1.311,1.564,2.520,2.984,3.508,3.508,0.664
40,16.400,1.485,0.962,1.168,1.302,1.661,2.063,2.295,3.648,3.648,0.673
45,13.600,1.524,0.838,1.219,1.394,1.627,2.379,2.794,3.561,3.561,0.656
50,14.000,1.634,1.012,1.246,1.430,1.795,2.579,2.959,3.713,3.713,0.612
55,13.600,1.456,0.809,1.190,1.353,1.628,2.036,2.318,2.763,2.763,0.687
