Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,7.800,1.773,0.508,0.670,1.211,2.570,3.974,4.602,5.055,5.055,0.564
5,11.600,0.770,0.392,0.458,0.607,0.908,1.375,1.702,2.180,2.180,1.299
10,10.200,0.827,0.372,0.473,0.638,0.788,1.136,2.603,5.438,5.438,1.209
15,9.600,1.271,0.384,0.480,0.727,0.986,1.136,4.978,15.403,15.403,0.787
20,15.200,0.729,0.316,0.461,0.686,0.887,1.078,1.177,2.623,2.623,1.371
25,10.200,0.717,0.338,0.480,0.730,0.884,0.986,1.123,1.437,1.437,1.395
30,12.400,0.872,0.343,0.480,0.828,1.055,1.262,1.404,4.303,4.303,1.147
35,8.000,0.984,0.420,0.820,0.982,1.148,1.388,2.133,2.446,2.446,1.016
40,6.200,1.037,0.412,0.717,0.915,1.114,1.354,2.023,4.856,4.856,0.964
45,13.800,0.731,0.319,0.431,0.583,0.794,1.026,1.146,5.584,5.584,1.368
50,11.000,0.580,0.284,0.416,0.479,0.706,0.898,1.001,1.342,1.342,1.725
55,11.600,0.693,0.343,0.445,0.590,0.805,1.042,1.213,2.978,2.978,1.444
