Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,201,201.000,1343,2032,3619,4952,6333,8974,11982,20215,30529
1,219,219.000,877,1805,3620,4555,6275,8454,13820,15860,17068
2,259,259.000,397,1651,2934,3854,5456,7008,10859,15410,19527
3,450,450.000,422,857,1668,2205,2918,4408,6228,9606,14761
4,420,420.000,351,807,1789,2366,2902,5129,6392,13877,16542
5,465,465.000,376,803,1748,2150,2886,4349,5800,7403,13472
6,461,461.000,354,773,1654,2152,2747,4422,5719,9249,14541
7,299,299.000,400,1496,1834,3333,4679,6642,7801,14047,14831
8,491,491.000,325,740,1401,2032,2640,4924,5774,7574,22417
9,380,380.000,305,1217,1876,2623,3353,5854,6951,8883,11725
10,402,402.000,349,779,1702,2479,3156,5668,6402,8914,15614
11,510,510.000,312,727,1523,1947,2627,3675,5554,6490,11602
12,342,342.000,320,1244,1731,2911,4214,5931,7387,12592,13363
13,458,458.000,317,749,1604,2181,2877,4886,5788,8823,12597
14,467,467.000,325,726,1573,2132,2691,5211,6070,9095,12529
15,344,344.000,337,1290,1730,2898,3888,6211,7340,12253,14287
16,381,381.000,330,776,1783,2578,3507,5746,6310,11393,13196
17,489,489.000,318,734,1566,2041,2708,4081,5460,8200,12266
18,530,530.000,320,685,1389,1882,2489,3246,5465,8936,19806
19,401,401.000,280,756,1720,2483,2890,5542,6855,12931,14008
20,330,330.000,329,873,1970,3041,4486,6691,7663,14258,15337
21,418,418.000,334,774,1734,2373,2925,5340,6623,10695,13771
22,469,469.000,316,722,1658,2129,2725,5035,5955,8232,12626
23,332,332.000,560,1335,1689,3007,4379,6384,7778,12899,14742
24,448,448.000,317,758,1630,2232,2818,5102,5892,9443,13522
25,430,430.000,316,776,1612,2308,2849,5460,6448,11586,16060
26,600,600.000,263,683,1278,1661,2347,3069,5224,5944,7597
27,468,468.000,320,695,1687,2141,2622,4902,5862,8424,16602
28,450,450.000,301,697,1652,2205,2717,5200,6295,8978,15856
29,346,346.000,271,1214,1772,2894,3951,6332,7566,13369,16841
30,461,461.000,275,759,1567,2156,2767,4961,5901,10631,14991
31,408,408.000,289,765,1665,2444,3036,5652,6606,11703,16025
32,535,535.000,305,682,1539,1873,2500,3238,5547,7601,13054
33,396,396.000,293,886,1774,2509,3327,5360,6421,11478,14088
34,415,415.000,315,1143,1737,2403,3129,5210,5808,10704,13291
35,355,355.000,317,869,1696,2813,4035,6285,7145,14560,17400
36,408,408.000,298,773,1693,2453,2916,5496,6381,12405,18508
37,456,456.000,292,705,1557,2178,2787,5168,5887,11728,14620
38,382,382.000,299,718,1808,2612,3015,5740,7506,13529,14845
39,365,365.000,334,1283,1792,2736,3562,5807,6786,13979,24729
40,470,470.000,273,702,1537,2121,2793,4921,5702,7446,15202
41,415,415.000,287,750,1626,2409,2913,5680,7078,13544,16707
42,442,442.000,282,732,1776,2253,2839,4540,6162,11886,14113
43,484,484.000,296,663,1610,2057,2649,4593,5707,11393,13594
44,446,446.000,289,683,1599,2249,2914,5357,5940,11646,14068
45,412,412.000,313,775,1654,2411,3113,5380,6267,10339,14069
46,302,302.000,292,1473,1849,3303,5163,6858,7638,13501,14883
47,299,299.000,611,1325,1678,3337,4806,6302,11034,13332,14740
48,546,546.000,277,655,1473,1830,2524,3394,5295,7096,15322
49,395,395.000,294,769,1709,2521,3259,5672,6444,11688,13436
50,543,543.000,293,658,1408,1834,2469,3517,5442,7178,13910
51,334,334.000,292,1095,1897,2989,4364,6338,7863,14595,23240
52,315,315.000,426,1208,2384,3177,4490,6467,7846,13153,13789
53,308,308.000,340,1276,2081,3252,4558,6681,8732,13671,16719
54,404,404.000,301,989,1632,2450,3723,5137,5747,6960,13997
55,481,481.000,314,682,1465,2073,2770,4456,5805,7409,12623
56,469,469.000,276,677,1501,2129,2820,4967,5679,11454,12983
57,545,545.000,271,660,1552,1825,2460,3160,5312,7883,14122
58,604,604.000,285,667,1311,1651,2235,3047,4493,5994,9943
59,494,494.000,294,707,1568,2007,2573,4322,5657,8141,17751
