Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,108.200,1.866,0.712,1.018,1.442,2.354,2.997,3.537,6.420,27.875,0.536
5,155.800,1.179,0.659,0.854,0.990,1.276,1.783,2.078,3.304,12.581,0.849
10,168.400,1.113,0.642,0.824,0.951,1.220,1.671,1.928,2.384,9.940,0.899
15,170.200,1.073,0.627,0.784,0.900,1.242,1.673,1.867,2.430,9.096,0.932
20,197.000,0.998,0.625,0.778,0.862,1.022,1.331,1.589,2.133,46.859,1.002
25,196.600,0.980,0.610,0.769,0.855,1.037,1.467,1.773,2.246,4.601,1.020
30,170.800,0.976,0.634,0.791,0.882,1.033,1.327,1.644,2.354,3.152,1.024
35,184.200,1.058,0.606,0.794,0.897,1.192,1.645,1.839,2.285,6.034,0.945
40,190.600,0.990,0.614,0.777,0.875,1.022,1.383,1.621,2.188,11.579,1.010
45,162.200,1.069,0.594,0.813,0.921,1.176,1.580,1.784,2.663,12.284,0.935
50,183.200,1.050,0.608,0.767,0.856,1.025,1.499,1.837,2.395,49.524,0.952
55,183.400,0.947,0.622,0.774,0.850,1.008,1.332,1.590,2.079,2.462,1.056
