Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2.800,4.347,1.908,2.486,3.696,4.658,6.225,13.549,13.549,13.549,0.230
5,5.200,3.039,1.320,1.956,2.383,4.135,5.521,5.625,7.225,7.225,0.329
10,6.400,3.100,1.426,1.822,2.322,3.692,6.145,7.333,7.346,7.346,0.323
15,8.600,3.585,1.660,1.968,2.562,3.884,4.733,5.771,29.483,29.483,0.279
20,6.600,2.931,1.918,2.213,2.681,3.344,4.087,4.973,6.100,6.100,0.341
25,7.800,3.149,1.793,2.212,2.753,3.440,5.435,5.681,8.806,8.806,0.318
30,7.200,2.943,1.629,2.092,2.655,3.632,4.718,5.178,6.110,6.110,0.340
35,9.000,2.682,1.634,2.217,2.435,3.025,3.480,4.012,4.648,4.648,0.373
40,9.000,2.492,1.477,1.953,2.344,2.792,3.387,3.571,5.995,5.995,0.401
45,8.000,2.728,1.422,2.013,2.357,2.756,3.793,4.684,13.014,13.014,0.367
50,7.600,3.220,1.793,2.274,2.993,3.286,5.125,6.241,10.917,10.917,0.311
55,9.000,2.885,1.374,2.025,2.531,3.433,4.332,5.076,8.098,8.098,0.347
