Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.400,1.441,1.038,1.174,1.337,1.540,2.054,2.192,3.400,3.400,0.694
5,23.000,1.226,0.894,1.099,1.212,1.331,1.447,1.575,1.755,1.775,0.815
10,20.800,1.285,0.887,1.091,1.232,1.370,1.621,1.803,2.232,2.975,0.778
15,24.000,1.201,0.810,1.024,1.149,1.290,1.527,1.629,2.027,2.585,0.833
20,18.000,1.284,0.731,1.115,1.242,1.411,1.598,1.665,2.690,2.690,0.779
25,26.200,1.239,0.795,1.087,1.164,1.295,1.552,1.701,2.487,3.891,0.807
30,25.400,1.245,0.761,1.081,1.202,1.368,1.524,1.762,1.984,2.150,0.803
35,23.600,1.184,0.781,1.035,1.177,1.302,1.444,1.504,1.659,1.807,0.845
40,21.400,1.235,0.859,1.112,1.227,1.327,1.441,1.610,1.693,2.066,0.810
45,21.800,1.195,0.808,1.057,1.167,1.300,1.473,1.524,1.973,2.042,0.837
50,23.400,1.151,0.817,1.000,1.095,1.283,1.439,1.519,1.701,1.853,0.869
55,24.200,1.199,0.834,1.085,1.182,1.309,1.418,1.508,1.634,1.636,0.834
