Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,171.800,1.176,0.637,0.787,0.925,1.397,1.771,1.999,3.731,15.243,0.850
5,190.400,1.008,0.584,0.703,0.774,1.289,1.522,1.647,2.231,13.837,0.992
10,152.200,1.175,0.590,0.734,1.220,1.475,1.661,1.789,2.291,8.546,0.851
15,156.400,1.188,0.600,0.740,1.279,1.468,1.627,1.754,2.350,5.415,0.842
20,214.200,0.900,0.557,0.661,0.714,1.143,1.484,1.611,1.943,5.157,1.111
25,160.000,1.098,0.563,0.677,1.171,1.477,1.619,1.744,1.986,3.392,0.911
30,206.600,0.876,0.567,0.676,0.718,0.837,1.431,1.553,1.822,10.003,1.141
35,146.600,1.244,0.572,0.718,1.342,1.516,1.686,1.786,2.082,14.405,0.804
40,165.200,1.054,0.571,0.683,0.993,1.349,1.513,1.628,1.907,8.801,0.949
45,165.800,1.051,0.554,0.667,0.774,1.456,1.602,1.706,2.065,3.022,0.951
50,187.800,0.917,0.590,0.697,0.750,0.887,1.515,1.654,2.106,8.669,1.090
55,174.600,1.102,0.591,0.703,0.909,1.445,1.632,1.733,2.129,7.794,0.907
