Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.200,10.516,5.566,6.204,8.801,13.698,16.624,21.736,25.946,25.946,0.095
5,14.000,10.161,5.402,6.624,9.905,12.996,14.071,14.454,23.103,23.103,0.098
10,19.800,7.330,5.197,5.663,5.841,6.412,12.746,13.582,18.712,18.712,0.136
15,11.200,10.642,5.410,10.820,11.594,12.607,13.563,13.795,13.999,13.999,0.094
20,11.000,9.470,5.194,5.529,11.215,12.431,13.793,13.942,14.512,14.512,0.106
25,18.000,7.131,5.122,5.441,5.587,5.962,13.018,13.772,18.140,18.140,0.140
30,16.400,8.695,5.293,5.585,5.886,12.361,13.254,13.519,15.092,15.092,0.115
35,12.600,10.273,5.323,5.649,11.439,13.029,13.409,16.206,18.009,18.009,0.097
40,17.400,7.865,5.262,5.489,5.741,12.702,13.456,13.590,14.427,14.427,0.127
45,15.400,8.361,5.178,5.464,5.795,11.605,12.966,13.811,23.547,23.547,0.120
50,16.400,6.975,5.170,5.411,5.716,6.191,13.366,13.697,16.443,16.443,0.143
55,18.400,7.564,5.096,5.485,5.628,11.289,12.785,13.377,16.644,16.644,0.132
