Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,114.600,8.678,1.394,3.430,6.693,11.334,15.448,21.658,44.166,73.132,0.115
5,184.400,5.400,0.482,1.965,3.923,7.108,11.088,14.153,20.935,104.079,0.185
10,190.800,5.213,0.499,1.728,3.491,6.324,10.234,14.289,28.249,101.306,0.192
15,42.200,23.830,0.853,3.779,9.829,24.113,45.202,104.081,237.057,363.750,0.042
20,113.600,8.697,0.545,2.668,5.336,9.793,16.209,22.893,70.957,219.069,0.115
25,180.800,5.559,0.574,1.849,3.856,7.111,10.946,14.117,26.577,114.069,0.180
30,187.600,5.238,0.464,1.779,3.876,6.699,10.868,14.508,21.656,80.586,0.191
35,192.800,5.155,0.409,1.716,3.945,6.743,10.224,13.516,21.714,72.687,0.194
40,106.200,9.358,0.575,2.580,5.174,11.712,21.417,31.980,63.062,110.454,0.107
45,169.000,5.891,0.467,2.036,4.060,7.792,12.540,16.366,22.837,76.402,0.170
50,236.400,4.208,0.444,1.497,3.157,5.679,8.339,10.589,14.892,82.078,0.238
55,173.800,5.721,0.449,1.792,3.747,6.887,11.666,16.299,34.817,91.230,0.175
