Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,188.600,3.274,0.982,2.227,2.863,3.774,5.387,6.447,8.607,23.239,0.305
5,243.800,2.532,1.059,1.935,2.398,2.874,3.183,3.684,6.342,15.387,0.395
10,218.200,2.926,1.065,2.015,2.597,3.215,4.925,5.734,6.701,12.033,0.342
15,235.600,2.666,1.172,1.947,2.479,2.956,3.876,5.244,6.244,9.054,0.375
20,242.000,2.598,0.938,1.887,2.432,2.930,3.717,4.918,6.334,13.657,0.385
25,254.000,2.490,1.099,1.879,2.319,2.800,3.163,4.422,6.844,11.979,0.402
30,252.200,2.518,1.022,1.935,2.389,2.855,3.207,4.066,6.238,7.650,0.397
35,244.400,2.621,1.045,1.946,2.442,2.942,3.542,4.848,6.588,9.520,0.381
40,240.200,2.623,0.982,1.970,2.449,2.917,3.617,4.805,6.426,9.033,0.381
45,241.600,2.731,1.215,1.927,2.499,3.035,4.387,5.283,6.553,7.949,0.366
50,257.200,2.551,0.903,1.958,2.432,2.870,3.286,4.314,6.312,8.447,0.392
55,257.200,2.433,0.986,1.924,2.337,2.795,3.094,3.338,5.897,7.309,0.411
