Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,99.000,6.471,1.820,4.032,5.490,7.920,10.128,11.561,25.539,66.312,0.155
5,134.000,4.693,1.605,2.984,4.057,5.902,8.056,9.167,11.402,21.424,0.213
10,156.800,4.072,1.436,2.790,3.618,4.658,6.807,8.092,10.587,12.016,0.246
15,174.800,3.780,1.522,2.826,3.564,4.350,5.132,6.285,9.713,14.348,0.265
20,143.400,4.635,1.428,3.237,4.057,5.301,7.489,9.008,11.349,55.254,0.216
25,150.600,4.564,1.668,3.375,4.311,5.272,6.245,7.508,10.770,15.847,0.219
30,157.800,4.221,1.211,3.032,3.701,4.763,6.558,8.256,10.314,53.820,0.237
35,151.600,4.378,1.555,2.892,3.616,4.822,8.221,9.340,11.542,14.071,0.228
40,195.400,3.385,1.584,2.556,3.205,3.820,4.394,5.169,9.410,11.109,0.295
45,180.600,3.676,1.283,2.552,3.223,3.914,5.375,8.136,10.550,49.357,0.272
50,190.000,3.519,1.290,2.552,3.196,3.830,5.253,6.986,9.336,11.015,0.284
55,189.000,3.521,1.324,2.576,3.213,3.837,5.098,7.117,9.284,10.986,0.284
