Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,131.800,7.553,0.630,2.880,5.428,9.582,15.584,20.120,31.952,78.332,0.132
5,240.800,4.132,0.387,1.361,2.931,5.541,8.376,11.022,18.977,66.026,0.242
10,266.600,3.734,0.335,1.124,2.475,4.810,8.476,10.305,18.424,73.855,0.268
15,309.200,3.214,0.319,1.094,2.290,3.951,6.632,8.581,16.116,50.965,0.311
20,305.200,3.259,0.305,1.100,2.143,4.085,6.978,9.242,15.784,60.300,0.307
25,350.400,2.839,0.286,0.998,2.100,3.705,6.017,7.531,12.167,46.374,0.352
30,280.800,3.544,0.278,1.168,2.480,4.412,7.706,9.774,15.638,67.904,0.282
35,302.800,3.290,0.319,1.036,2.336,4.094,6.660,8.992,16.700,74.617,0.304
40,294.200,3.392,0.302,1.069,2.411,4.321,7.109,9.197,15.365,60.946,0.295
45,339.800,2.927,0.314,1.038,2.228,3.878,5.499,7.443,11.594,66.593,0.342
50,303.600,3.282,0.286,1.058,2.358,4.160,7.022,9.167,15.425,65.042,0.305
55,357.000,2.787,0.295,0.995,2.106,3.798,5.516,7.014,10.674,55.560,0.359
