Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.600,11.879,5.680,6.921,9.685,14.941,19.163,25.719,37.821,37.821,0.084
5,11.200,11.112,5.376,8.250,12.775,13.882,14.443,14.838,17.158,17.158,0.090
10,15.800,7.390,5.307,5.653,5.934,8.890,12.350,13.421,14.330,14.330,0.135
15,14.600,8.271,5.192,5.498,5.931,12.227,13.489,14.578,15.784,15.784,0.121
20,15.600,9.578,5.008,5.549,11.201,12.933,13.434,14.104,16.330,16.330,0.104
25,14.800,8.577,5.088,5.444,5.865,12.685,13.218,13.546,13.708,13.708,0.117
30,18.400,8.693,5.168,5.441,6.085,11.824,13.202,13.615,14.577,14.577,0.115
35,20.800,7.044,5.148,5.403,5.582,6.652,12.600,13.172,14.582,14.605,0.142
40,15.200,7.891,5.055,5.420,5.749,11.774,13.099,13.613,14.109,14.109,0.127
45,14.800,10.063,5.178,5.577,11.506,13.360,14.432,14.696,25.515,25.515,0.099
50,19.800,6.328,5.084,5.449,5.586,5.978,8.979,10.455,14.823,14.823,0.158
55,22.200,7.090,5.171,5.446,5.640,6.150,11.956,13.233,18.025,44.750,0.141
