Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.000,7.650,5.497,6.048,6.891,8.320,10.338,12.888,20.691,20.691,0.131
5,21.600,6.630,5.435,5.718,5.928,6.264,7.235,13.118,14.363,18.098,0.151
10,17.400,7.809,5.235,5.608,5.829,11.423,13.380,14.087,22.438,22.438,0.128
15,20.400,6.707,5.261,5.550,5.765,6.104,11.304,13.107,13.795,14.823,0.149
20,20.600,6.066,5.191,5.443,5.585,5.776,7.201,10.475,11.770,12.125,0.165
25,20.800,6.580,5.285,5.558,5.688,5.881,10.634,13.207,19.162,19.517,0.152
30,21.000,6.262,5.278,5.572,5.745,5.912,6.751,11.807,12.608,12.956,0.160
35,21.600,7.145,5.283,5.514,5.696,6.248,12.681,13.016,13.455,13.508,0.140
40,22.200,6.620,5.179,5.508,5.655,5.854,11.697,12.386,13.390,13.558,0.151
45,21.200,6.340,5.268,5.525,5.630,5.782,11.323,11.813,13.290,13.670,0.158
50,24.200,6.520,5.141,5.540,5.706,6.029,9.969,12.191,14.235,16.917,0.153
55,18.400,6.462,5.232,5.409,5.610,6.092,9.583,11.795,13.249,13.249,0.155
