Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.000,1.554,0.942,1.230,1.412,1.696,2.129,2.915,4.213,4.213,0.644
5,20.200,1.329,0.765,1.143,1.236,1.325,1.446,1.929,2.644,7.099,0.753
10,23.600,1.251,0.870,1.109,1.219,1.359,1.498,1.696,1.938,1.973,0.799
15,20.600,1.208,0.793,1.033,1.196,1.302,1.449,1.545,2.027,2.280,0.828
20,23.600,1.227,0.788,1.037,1.169,1.303,1.481,1.911,2.918,3.139,0.815
25,20.400,1.217,0.794,1.064,1.190,1.347,1.460,1.611,2.086,2.269,0.822
30,22.600,1.287,0.769,1.109,1.228,1.352,1.518,1.656,2.971,3.037,0.777
35,18.000,1.496,0.841,1.108,1.249,1.555,2.752,3.258,4.363,4.363,0.668
40,13.400,1.770,0.912,1.254,1.444,1.823,2.928,3.615,7.230,7.230,0.565
45,15.000,1.529,0.946,1.275,1.465,1.645,2.034,2.358,3.263,3.263,0.654
50,15.200,1.666,0.854,1.275,1.561,2.044,2.400,2.755,3.353,3.353,0.600
55,18.400,1.592,0.934,1.186,1.347,1.573,2.203,2.935,7.946,7.946,0.628
