Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,127.200,4.906,1.428,2.870,3.848,5.730,8.667,10.046,19.269,71.429,0.204
5,164.800,3.948,1.098,2.527,3.223,4.327,7.186,8.638,10.433,46.462,0.253
10,161.600,3.691,1.573,2.423,3.062,3.945,6.653,7.950,10.494,18.186,0.271
15,167.200,3.843,1.519,2.538,3.269,4.316,6.459,7.615,9.981,68.366,0.260
20,158.200,4.145,1.148,2.578,3.353,5.093,7.356,8.335,10.386,68.811,0.241
25,190.800,3.395,1.444,2.365,2.939,3.812,5.550,7.054,9.395,16.029,0.295
30,168.400,3.873,1.177,2.566,3.281,4.463,6.291,7.728,10.067,56.628,0.258
35,177.000,3.665,1.293,2.454,3.165,4.182,6.287,7.589,8.906,20.542,0.273
40,178.400,3.533,1.502,2.419,3.072,3.980,6.102,7.171,8.700,10.711,0.283
45,128.200,5.187,1.510,2.671,4.314,7.038,8.898,9.773,14.096,52.066,0.193
50,176.800,3.648,1.050,2.471,3.160,4.051,6.363,7.687,10.371,13.511,0.274
55,133.600,4.752,1.062,2.916,3.991,6.066,8.068,9.161,11.538,49.543,0.210
