Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,177.200,3.382,1.156,2.140,2.724,3.742,6.367,7.608,9.393,15.330,0.296
5,225.200,2.860,1.019,1.971,2.515,3.048,4.706,5.914,8.008,20.974,0.350
10,205.400,3.067,1.007,2.027,2.603,3.379,5.292,6.170,7.674,39.060,0.326
15,243.600,2.667,1.281,1.932,2.401,2.914,3.713,4.901,6.864,51.909,0.375
20,258.400,2.481,0.942,1.863,2.299,2.797,3.179,4.203,7.192,13.358,0.403
25,223.200,2.767,0.944,1.907,2.450,2.964,4.555,5.949,7.706,14.275,0.361
30,258.800,2.474,0.945,1.872,2.337,2.813,3.144,3.603,6.857,18.001,0.404
35,202.200,3.117,1.096,2.221,2.740,3.407,4.728,6.173,8.467,26.077,0.321
40,236.600,2.696,1.016,2.016,2.516,3.020,3.501,4.705,7.458,9.938,0.371
45,259.200,2.462,0.982,1.949,2.437,2.902,3.215,3.427,4.296,8.000,0.406
50,240.200,2.684,1.321,2.049,2.580,3.024,3.475,4.223,6.296,10.897,0.373
55,232.800,2.747,1.038,1.982,2.488,3.003,4.093,5.463,7.404,12.024,0.364
