Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,171.200,1.209,0.599,0.739,0.880,1.459,1.900,2.208,4.968,25.454,0.827
5,151.200,1.200,0.569,0.727,1.255,1.426,1.621,1.798,2.463,9.885,0.833
10,171.200,1.122,0.607,0.728,0.834,1.388,1.829,2.246,3.968,8.329,0.891
15,168.600,1.109,0.571,0.708,0.941,1.439,1.651,1.816,2.551,5.549,0.902
20,225.200,0.825,0.560,0.658,0.703,0.795,1.298,1.441,1.815,4.673,1.212
25,223.800,0.865,0.563,0.667,0.711,0.806,1.329,1.513,1.858,17.149,1.157
30,216.800,0.796,0.561,0.651,0.692,0.780,1.244,1.511,1.786,2.425,1.256
35,207.800,0.889,0.556,0.651,0.704,0.976,1.437,1.576,1.807,13.039,1.125
40,238.800,0.765,0.569,0.636,0.680,0.750,0.949,1.451,1.800,5.602,1.307
45,237.600,0.800,0.572,0.659,0.699,0.773,1.273,1.450,1.700,4.796,1.250
50,242.000,0.730,0.579,0.643,0.679,0.730,0.798,0.911,1.661,13.626,1.370
55,246.200,0.741,0.573,0.660,0.696,0.749,0.832,0.990,1.571,2.625,1.349
