Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,216,216.000,1316,1915,3379,4595,6042,8859,12333,18584,27504
1,355,355.000,441,1102,2072,2795,3587,5705,7181,11741,15625
2,462,462.000,404,874,1731,2160,2820,3621,5769,10078,18888
3,440,440.000,362,830,1774,2263,2904,4463,5924,11097,16307
4,451,451.000,327,799,1695,2205,2865,4749,5754,8635,19111
5,473,473.000,305,701,1588,2105,2546,5143,5881,12190,15085
6,541,541.000,325,712,1369,1849,2489,3174,5528,8818,15500
7,504,504.000,339,735,1563,1966,2569,3764,5702,7148,13315
8,513,513.000,317,689,1551,1941,2509,3545,5713,8219,13861
9,568,568.000,356,698,1541,1755,2548,3061,3381,6223,10923
10,511,511.000,321,708,1620,1951,2644,3650,5519,6725,16826
11,417,417.000,331,763,1733,2387,2955,5556,6332,12010,16666
12,470,470.000,312,733,1517,2119,2678,4764,5752,11520,12594
13,576,576.000,285,676,1309,1720,2469,3067,5460,6141,8524
14,528,528.000,315,714,1533,1883,2629,3480,5478,6768,9420
15,570,570.000,268,668,1570,1745,2434,3004,5316,6371,10858
16,583,583.000,292,681,1334,1696,2436,3076,3794,6070,12489
17,581,581.000,313,705,1251,1715,2398,3002,5214,6198,11916
18,519,519.000,292,678,1558,1921,2478,3742,5395,8540,13067
19,535,535.000,295,673,1474,1863,2520,3625,5512,6019,11494
20,592,592.000,302,654,1166,1683,2326,3037,5290,6418,13098
21,632,632.000,291,657,1035,1578,2320,2961,3335,5671,8180
22,603,603.000,289,664,1367,1655,2429,3015,3919,5688,6681
23,618,618.000,301,653,1127,1610,2407,2914,3140,5883,9765
24,483,483.000,286,677,1580,2072,2427,5237,6249,10164,14838
25,479,479.000,302,676,1632,2078,2660,4697,5698,8043,15602
26,574,574.000,272,673,1107,1735,2338,3123,5285,6848,19674
27,566,566.000,292,692,1461,1764,2497,3151,5438,5873,7790
28,467,467.000,271,715,1544,2140,2763,5121,5914,9259,12829
29,556,556.000,315,701,1462,1788,2477,3147,5083,6212,15693
30,591,591.000,311,702,1196,1688,2500,3035,3393,5864,7013
31,580,580.000,285,684,1292,1714,2405,3055,5267,6007,13070
32,606,606.000,275,690,1135,1651,2451,3041,3461,5657,6980
33,462,462.000,302,711,1581,2154,2740,5293,5751,9840,12895
34,535,535.000,276,686,1587,1860,2553,3240,5401,6169,8482
35,583,583.000,270,671,1483,1714,2453,2998,3663,6232,8734
36,509,509.000,292,706,1543,1957,2515,3404,5514,11321,13141
37,488,488.000,287,688,1393,2041,2768,4847,5653,11502,15110
38,530,530.000,302,695,1585,1880,2420,3284,5252,8903,14337
39,556,556.000,286,652,1484,1805,2434,3231,5486,7220,15527
40,528,528.000,281,685,1507,1878,2505,3323,5507,7193,11644
41,569,569.000,247,649,1261,1753,2471,3282,5300,6299,7422
42,553,553.000,281,652,1542,1807,2474,3179,5322,5968,11305
43,605,605.000,263,631,1325,1648,2373,2931,3911,5694,10807
44,552,552.000,256,694,1438,1798,2415,3265,5450,6135,13842
45,558,558.000,251,691,1508,1798,2488,3142,5427,6468,13391
46,437,437.000,288,703,1655,2265,2722,5529,6513,11439,18765
47,306,306.000,295,1302,1885,3263,5005,6220,6838,12433,13305
48,517,517.000,287,693,1393,1934,2425,4483,5785,8066,13240
49,453,453.000,294,729,1560,2200,2814,4861,5940,12096,13845
50,540,540.000,285,651,1440,1850,2416,3200,5805,9044,14243
51,482,482.000,292,702,1698,2060,2749,4185,5729,7978,18173
52,607,607.000,250,683,1071,1640,2446,3050,3307,5997,9610
53,594,594.000,278,684,1172,1677,2386,3126,3709,6304,7550
54,611,611.000,286,673,1223,1636,2263,2933,3573,5671,11777
55,557,557.000,287,712,1560,1802,2579,3080,5018,5891,11395
56,563,563.000,251,716,1387,1756,2453,3136,5324,6484,7790
57,618,618.000,272,692,1105,1610,2344,2971,3213,5673,7910
58,544,544.000,302,709,1325,1835,2506,3403,5399,6286,11686
59,464,464.000,279,744,1647,2145,2849,4526,5695,8283,11804
