Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,67.200,9.501,2.436,5.653,8.087,11.302,15.417,20.395,31.565,99.471,0.105
5,106.000,5.876,1.745,3.722,5.059,7.177,9.678,11.188,14.268,77.633,0.170
10,105.200,5.763,1.675,3.581,4.854,7.070,9.732,11.759,15.414,22.887,0.174
15,99.800,6.327,1.426,3.561,5.411,8.112,10.695,12.636,17.113,73.656,0.158
20,119.600,5.310,1.664,3.283,4.451,6.578,8.421,10.194,14.246,62.717,0.188
25,67.000,9.448,1.799,5.373,7.558,10.620,16.278,20.403,39.940,89.480,0.106
30,110.800,5.592,1.394,3.057,4.282,6.902,9.663,13.104,18.469,70.091,0.179
35,105.600,5.822,1.806,3.705,5.205,7.375,9.568,10.510,13.193,47.257,0.172
40,125.400,5.231,1.663,3.026,4.160,6.368,8.653,9.463,20.345,73.593,0.191
45,149.400,4.178,1.661,2.857,3.519,4.555,6.274,7.781,11.112,49.761,0.239
50,140.800,4.626,1.475,2.931,3.758,5.450,8.413,9.489,11.796,50.138,0.216
55,124.200,5.137,1.744,3.307,4.406,6.648,8.754,9.708,11.441,17.276,0.195
