Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,191.800,3.347,1.125,2.289,2.911,3.898,5.464,6.411,9.483,16.847,0.299
5,191.400,3.397,1.006,2.206,2.805,4.425,5.901,6.755,7.743,11.181,0.294
10,184.800,3.521,1.139,2.191,2.987,4.703,6.120,6.661,8.705,10.893,0.284
15,194.600,3.163,0.967,2.070,2.660,3.796,5.603,6.298,7.799,10.680,0.316
20,174.000,3.709,1.004,2.280,3.013,4.924,6.416,7.510,9.476,12.677,0.270
25,183.000,3.608,1.124,2.300,3.060,4.732,5.933,6.549,7.994,21.042,0.277
30,175.800,3.630,0.882,2.283,3.089,4.760,6.182,6.851,7.964,18.459,0.275
35,189.600,3.259,0.953,2.147,2.781,3.984,5.485,6.403,8.462,16.458,0.307
40,168.200,3.849,1.449,2.444,3.506,5.083,6.223,6.879,7.853,10.368,0.260
45,176.600,3.628,1.399,2.319,3.057,4.846,6.215,6.945,8.343,12.237,0.276
50,215.800,3.034,1.376,1.996,2.560,3.201,5.104,6.431,9.208,20.290,0.330
55,194.600,3.347,1.114,2.085,2.740,4.017,6.066,6.913,9.963,11.272,0.299
