Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,12.000,10.769,5.719,6.485,9.470,15.189,16.311,19.211,19.976,19.976,0.093
5,18.200,8.495,5.463,5.748,6.112,12.144,13.638,13.922,17.909,17.909,0.118
10,17.200,8.158,5.492,5.732,6.367,10.307,13.096,13.712,14.412,14.412,0.123
15,13.400,8.115,5.309,5.626,5.869,11.875,13.310,13.498,15.163,15.163,0.123
20,16.800,9.265,5.324,5.656,7.748,13.055,13.531,14.724,16.980,16.980,0.108
25,15.200,9.124,5.371,5.599,7.225,13.238,13.738,13.837,17.348,17.348,0.110
30,17.200,8.346,5.263,5.635,6.078,11.852,13.139,13.618,14.264,14.264,0.120
35,14.600,9.311,5.387,5.809,9.811,12.163,13.624,14.150,15.484,15.484,0.107
40,18.400,7.388,5.318,5.578,5.734,11.005,12.095,12.666,16.134,16.134,0.135
45,16.200,8.534,5.338,5.565,5.846,12.235,13.441,13.864,15.847,15.847,0.117
50,17.600,8.857,5.364,5.656,8.230,11.021,14.011,15.095,23.591,23.591,0.113
55,17.800,7.664,5.192,5.503,5.708,11.090,13.588,14.034,14.627,14.627,0.130
