Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,414.000,2.403,0.322,0.958,1.785,2.986,4.967,6.157,11.724,23.239,0.416
5,553.800,1.798,0.278,0.709,1.419,2.441,3.104,5.472,6.550,16.501,0.556
10,485.200,2.047,0.281,0.727,1.527,2.685,4.375,5.641,8.309,14.906,0.488
15,534.800,1.864,0.287,0.691,1.479,2.539,3.329,5.474,6.786,13.774,0.536
20,543.800,1.834,0.244,0.677,1.465,2.509,3.341,5.401,6.496,13.657,0.545
25,568.600,1.753,0.275,0.667,1.453,2.385,3.088,5.434,6.402,14.023,0.570
30,571.600,1.745,0.256,0.678,1.396,2.428,3.090,5.213,6.046,25.914,0.573
35,541.000,1.845,0.259,0.691,1.506,2.507,3.248,5.417,6.588,13.149,0.542
40,549.600,1.813,0.270,0.690,1.439,2.490,3.219,5.369,6.365,13.574,0.552
45,520.600,1.916,0.251,0.676,1.521,2.579,3.867,5.395,6.602,12.666,0.522
50,564.800,1.765,0.249,0.683,1.463,2.487,3.091,4.834,6.086,13.822,0.566
55,582.800,1.710,0.265,0.685,1.342,2.424,3.051,5.219,5.804,13.717,0.585
