Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,92.400,2.066,0.762,1.199,1.701,2.324,3.137,4.072,8.372,21.486,0.484
5,137.000,1.324,0.642,0.834,1.095,1.701,2.012,2.324,4.205,9.261,0.756
10,161.400,1.103,0.651,0.796,0.897,1.227,1.761,1.922,2.327,12.700,0.907
15,177.400,0.967,0.672,0.801,0.879,1.015,1.257,1.581,2.130,4.344,1.034
20,148.400,1.154,0.713,0.855,0.967,1.207,1.848,2.195,2.580,11.169,0.867
25,143.400,1.168,0.744,0.920,1.013,1.237,1.690,1.993,2.958,4.425,0.856
30,148.200,1.238,0.755,0.930,1.024,1.283,1.839,2.068,2.734,21.063,0.808
35,147.800,1.318,0.743,0.895,1.021,1.761,2.107,2.326,3.050,13.837,0.759
40,191.800,0.981,0.694,0.829,0.889,0.988,1.201,1.630,2.261,4.384,1.019
45,172.400,1.026,0.706,0.831,0.898,1.008,1.440,1.891,2.397,9.906,0.975
50,182.000,1.031,0.687,0.811,0.884,1.030,1.703,1.955,2.397,4.215,0.970
55,168.200,0.981,0.701,0.801,0.864,0.989,1.381,1.852,2.182,2.431,1.020
