Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,161.000,6.176,0.648,2.150,4.846,8.478,12.364,15.921,26.651,49.708,0.162
5,258.600,3.850,0.519,1.311,2.835,4.719,8.751,10.213,19.949,32.366,0.260
10,239.600,4.154,0.527,1.295,2.865,5.145,9.384,11.408,21.819,29.429,0.241
15,236.000,4.221,0.429,1.290,2.895,5.084,9.547,11.313,21.487,32.618,0.237
20,217.400,4.585,0.481,1.898,2.963,6.507,9.483,11.406,19.443,32.511,0.218
25,314.400,3.166,0.435,1.120,2.471,4.192,6.439,8.668,12.666,40.176,0.316
30,283.200,3.512,0.475,1.118,2.380,4.406,8.440,9.840,17.515,30.289,0.285
35,279.600,3.591,0.458,1.110,2.369,4.288,7.213,8.914,15.273,373.691,0.279
40,57.000,20.594,0.539,1.297,2.892,4.431,6.942,10.632,33.798,4752.819,0.049
45,125.400,6.495,0.562,2.333,4.145,8.383,13.144,18.034,34.414,59.572,0.154
50,302.600,3.289,0.323,1.190,2.312,3.946,6.969,10.200,17.108,30.924,0.304
55,360.200,2.761,0.303,0.860,1.908,3.301,6.216,7.928,14.068,26.460,0.362
