Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,9.600,12.815,7.354,9.682,11.451,13.947,20.063,24.091,28.361,28.361,0.078
5,8.400,15.694,7.720,10.914,14.106,18.449,21.270,23.373,62.228,62.228,0.064
10,14.000,11.118,5.503,7.117,8.357,13.985,18.277,19.137,59.616,59.616,0.090
15,14.000,8.588,5.137,6.220,7.125,9.677,14.990,15.097,17.547,17.547,0.116
20,12.200,12.277,5.037,6.970,12.320,14.977,16.334,17.152,80.202,80.202,0.081
25,12.400,9.782,4.932,6.357,7.915,13.758,15.592,16.859,22.422,22.422,0.102
30,11.200,10.154,4.963,6.631,8.257,14.405,16.414,17.695,19.543,19.543,0.098
35,14.200,9.687,4.799,5.966,7.418,14.638,16.364,16.688,17.801,17.801,0.103
40,10.400,10.280,5.369,7.081,9.438,13.678,14.331,16.401,18.211,18.211,0.097
45,8.400,12.279,5.740,6.514,13.753,15.973,18.592,21.135,29.391,29.391,0.081
50,10.600,11.714,5.181,7.013,13.776,15.201,16.752,17.468,18.901,18.901,0.085
55,10.400,9.053,4.996,5.965,7.137,13.241,14.605,16.418,22.914,22.914,0.110
