Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,13.400,1.187,0.302,0.456,0.663,1.221,2.045,3.919,11.250,11.250,0.843
5,16.800,0.591,0.276,0.335,0.371,0.506,0.799,1.096,4.542,4.542,1.692
10,15.000,0.483,0.250,0.321,0.368,0.514,0.676,0.754,4.564,4.564,2.069
15,15.000,0.541,0.224,0.306,0.335,0.490,0.715,0.780,8.070,8.070,1.850
20,24.200,0.352,0.239,0.280,0.297,0.322,0.412,0.692,0.874,2.911,2.838
25,26.200,0.395,0.221,0.278,0.296,0.324,0.389,0.540,2.902,8.056,2.530
30,16.800,0.505,0.212,0.287,0.470,0.674,0.745,0.790,2.469,2.469,1.980
35,20.400,0.329,0.228,0.271,0.295,0.331,0.424,0.653,0.771,0.801,3.037
40,20.000,0.384,0.231,0.281,0.308,0.421,0.667,0.796,0.824,0.824,2.607
45,20.400,0.453,0.226,0.274,0.303,0.387,0.595,0.779,1.015,9.548,2.208
50,19.800,0.364,0.222,0.277,0.297,0.393,0.615,0.720,0.932,0.932,2.746
55,17.200,0.465,0.270,0.328,0.372,0.618,0.713,0.770,0.992,0.992,2.149
