Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,377.600,2.635,0.359,0.973,1.904,3.227,5.790,6.836,12.858,21.672,0.379
5,414.000,2.407,0.324,0.805,1.705,3.046,5.479,6.147,11.527,21.821,0.415
10,450.200,2.208,0.309,0.749,1.601,2.775,4.879,5.889,11.375,26.511,0.453
15,546.400,1.825,0.286,0.672,1.445,2.456,3.230,5.445,6.753,20.335,0.548
20,492.000,2.027,0.279,0.709,1.530,2.587,4.672,5.653,7.572,16.590,0.493
25,510.000,1.955,0.263,0.692,1.557,2.565,3.497,5.605,7.631,27.301,0.511
30,524.800,1.901,0.259,0.686,1.516,2.528,3.429,5.526,7.972,17.329,0.526
35,552.800,1.804,0.245,0.667,1.345,2.469,3.253,5.411,6.526,13.610,0.554
40,547.800,1.820,0.270,0.658,1.429,2.449,3.222,5.401,7.181,23.894,0.549
45,505.400,1.974,0.269,0.682,1.528,2.590,4.099,5.529,7.579,13.786,0.507
50,452.000,2.207,0.270,0.695,1.575,2.715,5.339,6.506,12.601,18.845,0.453
55,557.200,1.789,0.266,0.672,1.435,2.504,3.153,5.281,6.930,13.953,0.559
