Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,165.200,1.240,0.593,0.763,0.936,1.397,1.859,2.466,5.952,14.740,0.807
5,206.800,0.905,0.566,0.671,0.729,0.905,1.396,1.562,2.255,9.825,1.105
10,204.200,0.952,0.563,0.673,0.749,1.038,1.385,1.520,3.816,14.639,1.051
15,258.800,0.698,0.559,0.625,0.662,0.712,0.789,0.901,1.452,2.073,1.432
20,244.000,0.741,0.564,0.638,0.676,0.737,0.913,1.306,1.660,2.699,1.350
25,225.800,0.814,0.557,0.648,0.693,0.760,1.066,1.376,1.630,52.414,1.228
30,204.400,0.892,0.581,0.681,0.729,0.907,1.411,1.527,1.802,10.992,1.121
35,240.800,0.714,0.542,0.618,0.652,0.699,0.820,1.259,1.576,7.125,1.401
40,258.800,0.683,0.556,0.624,0.658,0.700,0.767,0.832,1.342,1.766,1.465
45,230.800,0.759,0.556,0.639,0.676,0.736,1.181,1.392,1.676,2.457,1.318
50,208.200,0.857,0.569,0.659,0.724,0.962,1.358,1.485,1.819,2.787,1.166
55,239.600,0.747,0.582,0.663,0.698,0.750,0.826,0.978,1.713,4.220,1.338
